pSymbol,pGroup,pExchSeg,pInstType,pSymbolName,pTrdSymbol,pOptionType,pScripRefKey,pISIN,pAssetCode,pSubGroup,pCombinedSymbol,pDesc,pAmcCode,pContractId,dTickSize ,lLotSize,lExpiryDate ,lMultiplier ,lPrecision,dStrikePrice;,pExchange,pInstName,pExpiryDate,pIssueDate,pMaturityDate,pListingDate,pNoDelStartDate,pNoDelEndDate,pBookClsStartDate,pBookClsEndDate,pRecordDate,pCreditRating,pReAdminDate,pExpulsionDate,pLocalUpdateTime,pDeliveryUnits,pPriceUnits,pLastTradingDate,pTenderPeridEndDate,pTenderPeridStartDate,pSellVarMargin,pBuyVarMargin,pInstrumentInfo,pRemarksText,pSegment,pNav,pNavDate,pMfAmt,pSipSecurity,pFaceValue,pTrdUnits,pExerciseStartDate,pExerciseEndDate,pElmMargin,pVarMargin,pTotProposedLimitValue,pScripBasePrice,pSettlementType,pCurrectionTime,iPermittedToTrade,iBoardLotQty ,iMaxOrderSize ,iLotSize,dOpenInterest ,dHighPriceRange ,dLowPriceRange ,dPriceNum   ,dGenDen,dGenNum,dPriceQuatation ,dIssuerate ,dPriceDen,dWarningQty ,dIssueCapital ,dExposureMargin ,dMinRedemptionQty ,lFreezeQty,surveillanceMessage
26000,,nse_cm,,NIFTY,NIFTY,,NIFTY,,,,,NIFTY,,,-1,1,-1,-1,2,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,1,1,1,0,0,1,0,-1,0,0,0,
26009,,nse_cm,,BANKNIFTY,BANKNIFTY,,BANKNIFTY,,,,,BANKNIFTY,,,-1,1,-1,-1,2,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,1,1,1,0,0,1,0,-1,0,0,0,
26037,,nse_cm,,FINNIFTY,FINNIFTY,,FINNIFTY,,,,,FINNIFTY,,,-1,1,-1,-1,2,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,1,1,1,0,0,1,0,-1,0,0,0,
26074,,nse_cm,,MIDCPNIFTY,MIDCPNIFTY,,MIDCPNIFTY,,,,,MIDCPNIFTY,,,-1,-1,-1,-1,2,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,1,1,1,0,0,1,0,-1,0,0,0,
11966,EQ,nse_cm,,BIKAJI,BIKAJI-EQ,,BIKAJI,INE00E101023,,,,BIKAJI FOODS INTERN LTD,,,5,1,-1,-1,2,-1,NSE,,,1353024000,,1353024000,0,0,0,0,1440892800,606.90-910.30,0,0,1451500018,,,,,,,,,,CASH,,,,,100,,,,0,20,,0.0000,T+1,315513000,0,1,131811.00,1,0,91030,60690,1,1,1,0,0,1,0,2.50593e+08,0,0,131811,The scrip PE is greater than 50 for previous 4 trailing quarters
11984,SG,nse_cm,,767KA32,767KA32-SG,,767KA32-SG,IN1920220028,,,,SDL KA 7.67% 2032,,,1,100,-1,-1,2,-1,NSE,,,1353196800,,1353196800,0,0,0,0,0,95.00-105.00,0,0,1451493496,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,2e+08,0,0,1000000,
12419,BL,nse_cm,,GUJALKALI,GUJALKALI-BL,,GUJALKALI-BL,INE186A01019,,,,GUJARAT ALKALIES & CHEM,,,5,1,-1,-1,2,-1,NSE,,,816220800,,816220800,0,0,0,0,1442707200,478.45-507.95,0,0,1451498909,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,199183.00,1,0,50795,47845,1,1,1,0,0,1,0,7.34452e+07,0,0,199183,
757740,SG,nse_cm,,714TS49,714TS49-SG,,714TS49-SG,IN4520250205,,,,SDL TS 7.14% 2049,,,1,100,-1,-1,2,-1,NSE,,,1436054400,,1436054400,0,0,0,0,0,95.00-105.00,0,0,1451493502,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,8e+07,0,0,1000000,
12236,BL,nse_cm,,BAJFINANCE,BAJFINANCE-BL,,BAJFINANCE-BL,INE296A01032,,,,BAJAJ FINANCE LIMITED,,,10,1,-1,-1,2,-1,NSE,,,816220800,,816220800,0,0,0,0,1434499200,968.10-1027.90,0,0,1451498906,,,,,,,,,,CASH,,,,,100,,,,0,20,,0.0000,T+1,315513000,0,1,99559.00,1,0,102790,96810,1,1,1,0,0,1,0,6.22248e+09,0,0,99559,
13778,SG,nse_cm,,762UP35,762UP35-SG,,762UP35-SG,IN3320220061,,,,SDL UP 7.62% 2035,,,1,100,-1,-1,2,-1,NSE,,,1358640000,,1358640000,0,0,0,0,0,95.00-105.00,0,0,1451493496,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,999949.00,100,0,10500,9500,1,1,1,0,0,1,0,3.5e+08,0,0,999949,
24828,N0,nse_cm,,119VCCL26,119VCCL26-N0,,119VCCL26-N0,INE04HY07146,,,,VEDIKA CREDIT 11.9% 2026,,,1,1,-1,-1,2,-1,NSE,,,1408233600,,1408233600,0,0,0,0,1451347200,79999.20-119998.80,0,0,1451493499,,,,,,,,,,CASH,,,,,10000000,,,,0,20,,0.0000,T+1,315513000,0,1,98.00,1,0,1.19999e+07,7.99992e+06,1,1,1,0,0,1,0,3000,0,0,98,
19597,EQ,nse_cm,,IRMENERGY,IRMENERGY-EQ,,IRMENERGY,INE07U701015,,,,IRM ENERGY LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1382745600,,1382745600,0,0,0,0,1442620800,227.60-341.30,0,0,1451500019,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,351552.00,1,0,34130,22760,1,1,1,0,0,1,0,4.10597e+07,0,0,351552,
23356,SG,nse_cm,,752UP39,752UP39-SG,,752UP39-SG,IN3320230383,,,,SDL UP 7.52% 2039,,,1,100,-1,-1,2,-1,NSE,,,1396396800,,1396396800,0,0,0,0,0,95.00-105.00,0,0,1451493498,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,2.5e+08,0,0,1000000,
12358,BL,nse_cm,,EVEREADY,EVEREADY-BL,,EVEREADY-BL,INE128A01029,,,,EVEREADY INDS. IND. LTD.,,,5,1,-1,-1,2,-1,NSE,,,816220800,,816220800,0,0,0,0,1438214400,315.20-334.60,0,0,1451498924,,,,,,,,,,CASH,,,,,500,,,,0,20,,0.0000,T+1,315513000,0,1,304196.00,1,0,33460,31520,1,1,1,0,0,1,0,7.26873e+07,0,0,304196,
9717,SG,nse_cm,,772JK32,772JK32-SG,,772JK32-SG,IN4920220022,,,,SDL JK 7.72% 2032,,,1,100,-1,-1,2,-1,NSE,,,1338076800,,1338076800,0,0,0,0,0,95.00-105.00,0,0,1451493495,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,1e+08,0,0,1000000,
25512,EQ,nse_cm,,FLEXITUFF,FLEXITUFF-EQ,,FLEXITUFF,INE060J01017,,,,FLEXITUFF VENTURES INT L,,,1,1,-1,-1,2,-1,NSE,,,1003449600,,1003449600,0,0,1220832000,1221782400,0,13.16-14.54,0,0,1451499059,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,1073305.00,1,0,1454,1316,1,1,1,0,0,1,0,3.28228e+07,0,0,1073305,"EPS based on previous 4 trailing quarters in the scrip is zero,Average daily number of unique Clients/PAN traded in the scrip in previous 30 days is less than 100,High low price variation was greater than 75% in previous 3 months,High low price variation was greater than 300% in previous 365 days,High low price variation was greater than 100% in previous 6 months"
12459,BL,nse_cm,,ICIL,ICIL-BL,,ICIL-BL,INE483B01026,,,,INDO COUNT INDUSTRIES LTD,,,5,1,-1,-1,2,-1,NSE,,,816220800,,816220800,0,0,0,0,1439337600,252.45-268.05,0,0,1451498925,,,,,,,,,,CASH,,,,,200,,,,0,20,,0.0000,T+1,315513000,0,1,378283.00,1,0,26805,25245,1,1,1,0,0,1,0,1.98054e+08,0,0,378283,
10964,SG,nse_cm,,746TS48,746TS48-SG,,746TS48-SG,IN4520220166,,,,SDL TS 7.46% 2048,,,1,100,-1,-1,2,-1,NSE,,,1347753600,,1347753600,0,0,0,0,0,92.72-102.48,0,0,1451500018,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1024549.00,100,0,10248,9272,1,1,1,0,0,1,0,5e+07,0,0,1024549,
24873,BL,nse_cm,,INVENTURE,INVENTURE-BL,,INVENTURE-BL,INE878H01024,,,,INVENTURE GRO & SEC LTD,,,1,1,-1,-1,2,-1,NSE,,,996883200,,996883200,0,0,0,0,1404604800,1.14-1.20,0,0,1451498939,,,,,,,,,,CASH,,,,,100,,,,0,20,,0.0000,T+1,315513000,0,1,34335000.00,1,0,120,114,1,1,1,0,0,1,0,1.05e+09,0,0,34335000,
24732,BL,nse_cm,,RUBFILA,RUBFILA-BL,,RUBFILA-BL,INE642C01025,,,,RUBFILA INTERNATIONAL LTD,,,1,1,-1,-1,2,-1,NSE,,,1407542400,,1407542400,0,0,0,0,1442620800,71.64-76.06,0,0,1451498939,,,,,,,,,,CASH,,,,,500,,,,0,20,,0.0000,T+1,315513000,0,1,1354246.00,1,0,7606,7164,1,1,1,0,0,1,0,5.42675e+07,0,0,1354246,
18681,SG,nse_cm,,744AP36,744AP36-SG,,744AP36-SG,IN1020230471,,,,SDL AP 7.44% 2036,,,1,100,-1,-1,2,-1,NSE,,,1380153600,,1380153600,0,0,0,0,0,96.81-106.99,0,0,1451493497,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,981299.00,100,0,10699,9681,1,1,1,0,0,1,0,1e+08,0,0,981299,
27049,BL,nse_cm,,MASTERTR,MASTERTR-BL,,MASTERTR-BL,INE677D01037,,,,MASTER TRUST LIMITED,,,1,1,-1,-1,2,-1,NSE,,,1415836800,,1415836800,0,0,0,0,0,113.98-121.02,0,0,1451498941,,,,,,,,,,CASH,,,,,100,,,,0,20,,0.0000,T+1,315513000,0,1,843028.00,1,0,12102,11398,1,1,1,0,0,1,0,1.23016e+08,0,0,843028,
3827,EQ,nse_cm,,ZUARIIND,ZUARIIND-EQ,,ZUARIIND,INE217A01012,,,,ZUARI INDUSTRIES LIMITED,,,5,1,-1,-1,2,-1,NSE,,,467424000,,482112000,0,0,0,0,1442534400,252.40-378.50,0,0,1451500017,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,316990.00,1,0,37850,25240,1,1,1,0,0,1,0,2.97812e+07,0,0,316990,
25480,SG,nse_cm,,715WB45,715WB45-SG,,715WB45-SG,IN3420240118,,,,SDL WB 7.15% 2045,,,1,100,-1,-1,2,-1,NSE,,,1411862400,,1411862400,0,0,0,0,0,95.00-105.00,0,0,1451493499,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,2.5e+08,0,0,1000000,
19677,BZ,nse_cm,,ANSALAPI,ANSALAPI-BZ,,ANSALAPI-BZ,INE436A01026,,,,ANSAL PROP & INFRA LTD,,,1,1,-1,-1,2,-1,NSE,,,1383091200,,1383091200,0,0,1411430400,1411948800,0,3.34-3.46,0,0,1451499058,,,,,,,,,,CASH,,,,,500,,,,0,20,,0.0000,T+1,315513000,0,1,5147139.00,1,0,346,334,1,1,1,0,0,1,0,1.57405e+08,0,0,5147139,"Scrips in GSM,Identified as RECEIPT OF CORPORATE ANNOUNCEMENT / DISCLOSURE FROM THE COMPANY,The company is in BZ/SZ series due to non-compliance with SEBI SOP Circular,EPS based on previous 4 trailing quarters in the scrip is zero,Average daily number of unique Clients/PAN traded in the scrip in previous 30 days is less than 100"
11437,BL,nse_cm,,SPANDANA,SPANDANA-BL,,SPANDANA-BL,INE572J01011,,,,SPANDANA SPHOORTY FIN LTD,,,5,1,-1,-1,2,-1,NSE,,,1250640000,,1250640000,0,0,0,0,1437782400,263.00-279.20,0,0,1451498923,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,363870.00,1,0,27920,26300,1,1,1,0,0,1,0,7.13051e+07,0,0,363870,
25520,SM,nse_cm,,AVIANSH,AVIANSH-SM,,AVIANSH-SM,INE0TFB01017,,,,AVI ANSH TEXTILE LIMITED,,,5,1000,-1,-1,2,-1,NSE,,,1411862400,,1411862400,0,0,0,0,0,91.80-137.70,0,0,1451499058,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,457045.00,1000,0,13770,9180,1,1,1,0,0,1,0,1.39769e+07,0,0,457045,"The scrip PE is greater than 50 for previous 4 trailing quarters,Average daily number of unique Clients/PAN traded in the scrip in previous 30 days is less than 100,The scrip is not regularly traded, and exit may be difficult"
7668,NC,nse_cm,,843IHFL29,843IHFL29-NC,,843IHFL29-NC,INE477L07AQ2,,,,SEC RE NCD 8.43% SR.VI,,,1,1,-1,-1,2,-1,NSE,,,1325808000,,1325808000,0,0,0,0,1450396800,772.00-1158.00,0,0,1451493495,,,,,,,,,,CASH,,,,,100000,,,,0,20,,0.0000,T+1,315513000,0,1,17571.00,1,0,115800,77200,1,1,1,0,0,1,0,537361,0,0,17571,
23449,N1,nse_cm,,818CANF29,818CANF29-N1,,818CANF29-N1,INE477A07399,,,,CAN FIN 8.18% 2029,,,1,1,-1,-1,2,-1,NSE,,,1397001600,,1397001600,0,0,0,0,0,80000.00-120000.00,0,0,1451493498,,,,,,,,,,CASH,,,,,10000000,,,,0,20,,0.0000,T+1,315513000,0,1,999.00,1,0,1.2e+07,8e+06,1,1,1,0,0,1,0,90000,0,0,999,
2132,SM,nse_cm,,MDL,MDL-SM,,MDL-SM,INE575Z01010,,,,MARVEL DECOR LIMITED,,,5,1000,-1,-1,2,-1,NSE,,,1206230400,,1206230400,0,0,1348358400,1348876800,0,56.80-85.20,0,0,1451499059,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,580102.00,1000,0,8520,5680,1,1,1,0,0,1,0,1.77401e+07,0,0,580102,"Average daily number of unique Clients/PAN traded in the scrip in previous 30 days is less than 100,Mandatory Market making period in this scrip is over, exit may be difficult,The scrip is not regularly traded, and exit may be difficult"
8136,SG,nse_cm,,724RJ32A,724RJ32A-SG,,724RJ32A-SG,IN2920210480,,,,SDL RJ 7.24% 2032,,,1,100,-1,-1,2,-1,NSE,,,1329004800,,1329004800,0,0,0,0,0,95.00-105.00,0,0,1451493495,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,1e+08,0,0,1000000,
22093,SG,nse_cm,,690UP30,690UP30-SG,,690UP30-SG,IN3320190256,,,,SDL UP 6.90% 2030,,,1,100,-1,-1,2,-1,NSE,,,1280275200,,1280275200,0,0,0,0,0,98.44-108.80,0,0,1451493498,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,964999.00,100,0,10880,9844,1,1,1,0,0,1,0,2e+08,0,0,964999,
20137,BL,nse_cm,,RAMKY,RAMKY-BL,,RAMKY-BL,INE874I01013,,,,RAMKY INFRA LTD,,,5,1,-1,-1,2,-1,NSE,,,970963200,,970963200,0,0,1127520000,1127952000,0,541.20-574.60,0,0,1451498936,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,172994.00,1,0,57460,54120,1,1,1,0,0,1,0,6.91978e+07,0,0,172994,
9408,EQ,nse_cm,,RAINBOW,RAINBOW-EQ,,RAINBOW,INE961O01016,,,,RAINBOW CHILDRENS MED LTD,,,10,1,-1,-1,2,-1,NSE,,,1336608000,,1336608000,0,0,0,0,1435536000,1064.00-1596.00,0,0,1451500018,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,75153.00,1,0,159600,106400,1,1,1,0,0,1,0,1.01559e+08,0,0,75153,The scrip PE is greater than 50 for previous 4 trailing quarters
22553,NM,nse_cm,,CIF27,CIF27-NM,,CIF27-NM,INE121A07RS9,,,,SEC RE NCD SR 4,,,1,1,-1,-1,2,-1,NSE,,,1391299200,,1391299200,0,0,0,0,0,864.00-1296.00,0,0,1451493498,,,,,,,,,,CASH,,,,,100000,,,,0,20,,0.0000,T+1,315513000,0,1,1597.00,1,0,129600,86400,1,1,1,0,0,1,0,48858,0,0,1597,
20348,SG,nse_cm,,775GA33,775GA33-SG,,775GA33-SG,IN1420230188,,,,SDL GA 7.75% 2033,,,1,100,-1,-1,2,-1,NSE,,,1385856000,,1385856000,0,0,0,0,0,95.00-105.00,0,0,1451493498,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,327000.00,100,0,10500,9500,1,1,1,0,0,1,0,1e+07,0,0,327000,
20922,SG,nse_cm,,648AP27,648AP27-SG,,648AP27-SG,IN1020200193,,,,SDL AP 6.48% 2027,,,1,100,-1,-1,2,-1,NSE,,,1280275200,,1280275200,0,0,0,0,0,96.60-106.76,0,0,1451493498,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,983450.00,100,0,10676,9660,1,1,1,0,0,1,0,5e+07,0,0,983450,
759920,N0,nse_cm,,730BTL27,730BTL27-N0,,730BTL27-N0,INE403D08306,,,,BTL 7.30% 2027 SR XXVII,,,1,1,-1,-1,2,-1,NSE,,,1449273600,,1449273600,0,0,0,0,0,80000.00-120000.00,0,0,1451493503,,,,,,,,,,CASH,,,,,10000000,,,,0,20,,0.0000,T+1,315513000,0,1,999.00,1,0,1.2e+07,8e+06,1,1,1,0,0,1,0,425000,0,0,999,
5025,SG,nse_cm,,629RJ26,629RJ26-SG,,629RJ26-SG,IN2920210225,,,,SDL RJ 6.29% 2026,,,1,100,-1,-1,2,-1,NSE,,,1310860800,,1310860800,0,0,0,0,0,95.00-105.00,0,0,1451493494,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,5e+07,0,0,1000000,
757826,BL,nse_cm,,BRIGHOTEL,BRIGHOTEL-BL,,BRIGHOTEL-BL,INE03NU01014,,,,BRIGADE HOTEL VENTURE LTD,,,1,1,-1,-1,2,-1,NSE,,,1438387200,,1438387200,0,0,0,0,0,65.38-69.42,0,0,1451498943,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,1448339.00,1,0,6942,6538,1,1,1,0,0,1,0,3.79843e+08,0,0,1448339,
13120,BE,nse_cm,,TVSELECT,TVSELECT-BE,,TVSELECT,INE236G01019,,,,TVS ELECTRONICS LTD,,,5,1,-1,-1,2,-1,NSE,,,756864000,,756864000,0,0,0,0,1407110400,419.70-436.80,0,0,1451500018,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,233501.00,1,0,43680,41970,1,1,1,0,0,1,0,1.86503e+07,0,0,233501,"Stage II ESM Scrip,EPS based on previous 4 trailing quarters in the scrip is zero"
758118,BL,nse_cm,,JSLL,JSLL-BL,,JSLL-BL,INE0J5801029,,,,JEENA SIKHO LIFECARE LTD,,,5,1,-1,-1,2,-1,NSE,,,1439337600,,1439337600,0,0,0,0,1442966400,673.65-715.25,0,0,1451498943,,,,,,,,,,CASH,,,,,200,,,,0,20,,0.0000,T+1,315513000,0,1,141329.00,1,0,71525,67365,1,1,1,0,0,1,0,1.24301e+08,0,0,141329,
25074,BL,nse_cm,,RAYMONDLSL,RAYMONDLSL-BL,,RAYMONDLSL-BL,INE02ID01020,,,,RAYMOND LIFESTYLE LIMITED,,,10,1,-1,-1,2,-1,NSE,,,1409961600,,1409961600,0,0,0,0,0,969.10-1028.90,0,0,1451498940,,,,,,,,,,CASH,,,,,200,,,,0,20,,0.0000,T+1,315513000,0,1,99305.00,1,0,102890,96910,1,1,1,0,0,1,0,6.09236e+07,0,0,99305,
6656,EQ,nse_cm,,POLICYBZR,POLICYBZR-EQ,,POLICYBZR,INE417T01026,,,,PB FINTECH LIMITED,,,10,1,-1,-1,2,-1,NSE,,,1321401600,,1321401600,0,0,0,0,0,1712.30-2092.70,0,0,1451499059,,,,,,,,,,CASH,,,,,200,,,,0,20,,0.0000,T+1,315513000,0,1,52355.00,1,0,209270,171230,1,1,1,0,0,1,0,4.59257e+08,0,0,52355,The scrip PE is greater than 50 for previous 4 trailing quarters
23757,SG,nse_cm,,742AP45,742AP45-SG,,742AP45-SG,IN1020240199,,,,SDL AP 7.42% 2045,,,1,100,-1,-1,2,-1,NSE,,,1400371200,,1400371200,0,0,0,0,0,95.00-105.00,0,0,1451493498,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,1e+08,0,0,1000000,
759159,SM,nse_cm,,JAYESH,JAYESH-SM,,JAYESH-SM,INE1AE401014,,,,JAYESH LOGISTICS LIMITED,,,5,1000,-1,-1,2,-1,NSE,,,1446595200,,1446595200,0,0,0,0,0,132.80-199.20,0,0,1451499059,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,284210.00,1000,0,19920,13280,1,1,1,0,0,1,0,8.69145e+06,0,0,284210,"Stage 1 Short Term ASM scrip,Average daily number of unique Clients/PAN traded in the scrip in previous 30 days is less than 100,The scrip is not regularly traded, and exit may be difficult"
19167,SG,nse_cm,,767PN35,767PN35-SG,,767PN35-SG,IN2820230166,,,,SDL PN 7.67% 2035,,,1,100,-1,-1,2,-1,NSE,,,1381017600,,1381017600,0,0,0,0,0,95.00-105.00,0,0,1451493497,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,999900.00,100,0,10500,9500,1,1,1,0,0,1,0,1.5e+08,0,0,999900,
24004,SG,nse_cm,,743TN32,743TN32-SG,,743TN32-SG,IN3120240095,,,,SDL TN 7.43% 2032,,,1,100,-1,-1,2,-1,NSE,,,1402185600,,1402185600,0,0,0,0,0,95.00-105.00,0,0,1451493498,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,1e+08,0,0,1000000,
17202,GB,nse_cm,,SGBJUN31I,SGBJUN31I-GB,,SGBJUN31I-GB,IN0020230069,,,,2.50%GOLDBONDS2031SR-I,,,1,1,-1,-1,2,-1,NSE,,,1373500800,,1373500800,0,0,0,0,0,13576.88-16593.96,0,0,1451500018,,,,,,,,,,CASH,,,,,592600,,,,0,20,,0.0000,T+1,315513000,0,1,6627.00,1,0,1.6594e+06,1.35769e+06,1,1,1,0,0,1,0,7.76929e+06,0,0,6627,
23123,NC,nse_cm,,1065NFL27,1065NFL27-NC,,1065NFL27-NC,INE342T07460,,,,SEC RE NCD 10.65% SR.IV,,,1,1,-1,-1,2,-1,NSE,,,1395187200,,1395187200,0,0,0,0,1451433600,812.00-1218.00,0,0,1451493498,,,,,,,,,,CASH,,,,,100000,,,,0,20,,0.0000,T+1,315513000,0,1,30833.00,1,0,121800,81200,1,1,1,0,0,1,0,942923,0,0,30833,
2144,EQ,nse_cm,,BDL,BDL-EQ,,BDL,INE171Z01026,,,,BHARAT DYNAMICS LIMITED,,,10,1,-1,-1,2,-1,NSE,,,1206230400,,1206230400,0,0,0,0,1442707200,1326.40-1621.00,0,0,1451500017,,,,,,,,,,CASH,,,,,500,,,,0,20,,0.0000,T+1,315513000,0,1,67814.00,1,0,162100,132640,1,1,1,0,0,1,0,3.66562e+08,0,0,67814,The scrip PE is greater than 50 for previous 4 trailing quarters
12476,BL,nse_cm,,INDNIPPON,INDNIPPON-BL,,INDNIPPON-BL,INE092B01025,,,,INDIA NIPPON ELECT LTD,,,5,1,-1,-1,2,-1,NSE,,,816220800,,816220800,0,0,0,0,1424563200,782.35-830.65,0,0,1451498915,,,,,,,,,,CASH,,,,,500,,,,0,20,,0.0000,T+1,315513000,0,1,122200.00,1,0,83065,78235,1,1,1,0,0,1,0,2.26214e+07,0,0,122200,
14621,BL,nse_cm,,CHEMBOND,CHEMBOND-BL,,CHEMBOND-BL,INE995D01025,,,,CHEMBOND MATERIALTECH LTD,,,1,1,-1,-1,2,-1,NSE,,,1258675200,,1258675200,0,0,0,0,1438387200,154.52-164.06,0,0,1451498929,,,,,,,,,,CASH,,,,,500,,,,0,20,,0.0000,T+1,315513000,0,1,439759.00,1,0,16406,15452,1,1,1,0,0,1,0,1.34483e+07,0,0,439759,
7823,SG,nse_cm,,729KA34,729KA34-SG,,729KA34-SG,IN1920210250,,,,SDL KA 7.29% 2034,,,1,100,-1,-1,2,-1,NSE,,,1326585600,,1326585600,0,0,0,0,0,95.00-105.00,0,0,1451493495,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,2e+08,0,0,1000000,
20773,SG,nse_cm,,715AP32,715AP32-SG,,715AP32-SG,IN1020190527,,,,SDL AP 7.15% 2032,,,1,100,-1,-1,2,-1,NSE,,,1280275200,,1280275200,0,0,0,0,0,100.55-111.13,0,0,1451493498,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,944800.00,100,0,11113,10055,1,1,1,0,0,1,0,5e+07,0,0,944800,
8648,MF,nse_cm,,SFMP61GD,SFMP61GD-MF,,SFMP61GD-MF,INF200KA13F0,,,,SBIAMC - SFMP61GD,,,1,1,-1,-1,2,-1,NSE,,,1332979200,,1332979200,0,0,0,0,0,9.00-11.00,0,0,1451493495,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,8445861.00,1,0,1100,900,1,1,1,0,0,1,0,2.58283e+08,0,0,8445861,
19191,SG,nse_cm,,754RJ33,754RJ33-SG,,754RJ33-SG,IN2920230223,,,,SDL RJ 7.54% 2033,,,1,100,-1,-1,2,-1,NSE,,,1381017600,,1381017600,0,0,0,0,0,95.00-105.00,0,0,1451493497,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,1e+08,0,0,1000000,
5212,N4,nse_cm,,10IIFL28,10IIFL28-N4,,10IIFL28-N4,INE477L08147,,,,UNSEC RE NCD 10% SR.I,,,1,1,-1,-1,2,-1,NSE,,,1312588800,,1312588800,0,0,0,0,1374105600,816.01-1224.01,0,0,1451493495,,,,,,,,,,CASH,,,,,100000,,,,0,20,,0.0000,T+1,315513000,0,1,76099.00,1,0,122401,81601,1,1,1,0,0,1,0,2.32722e+06,0,0,76099,
14273,SG,nse_cm,,766UP33A,766UP33A-SG,,766UP33A-SG,IN3320220111,,,,SDL UP 7.66% 2033,,,1,100,-1,-1,2,-1,NSE,,,1361664000,,1361664000,0,0,0,0,0,95.00-105.00,0,0,1451493496,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,999949.00,100,0,10500,9500,1,1,1,0,0,1,0,3.5e+08,0,0,999949,
